Country,code,id,year,DEMO,CORRUPT,POP,POP0-14%,LFPR,UR,LABOR,LNL1,EFFECTIVE_LABOR,LNL2,EDU_IDX,GDP,LNY,INCOMEPC,LNINCOMEPC,INEQUALITY,CAPITAL_STOCK,LNK,URBAN,LAW,TIME_TREND,dCIVILWARS,dFRENCH,dBRITISH,dLATINAME,dWENA,dMIDEAST,dAFRICAN,dOIL,dLANDLOCKED,dPOSTSOVIET
Paraguay,PRY,114,2007,5,0.748836327,5966160,34.168,70.8,5.6,2625034,14.781,1480906,14.208,0.564147499,32126.174,10.377,5384.732,8.591,53.2,99080.852,11.504,57.806,0.333,1,0,0,0,1,0,0,0,0,1,0
Peru,PER,115,2007,5.5,0.552104867,28292768,30.731,74.4,4.5,13924906,16.449,8764720,15.986,0.629427581,226332.125,12.33,7999.646,8.987,49.6,604526.188,13.312,75.803,0.5,1,1,0,0,1,0,0,0,0,0,0
Philippines,PHL,116,2007,4.5,0.639543295,88965508,35.915,63.3,7.4,33418874,17.325,20366100,16.829,0.609419107,404533.281,12.91,4547.08,8.422,44,1198726.75,13.997,46.063,0.417,1,1,0,0,0,0,0,0,0,0,0
Poland,POL,117,2007,7,0.461441407,38120560,15.569,53.9,9.6,15682547,16.568,12531068,16.344,0.79904544,673004.625,13.42,17654.636,9.779,34.9,1343881,14.111,61.229,0.75,1,0,0,0,0,0,0,0,0,0,1
Portugal,PRT,118,2007,7,0.308709288,10542964,15.427,62.6,8,5135185,15.452,3478906,15.062,0.677464628,277867.094,12.535,26355.69,10.179,38.5,1415282.375,14.163,58.749,0.833,1,0,0,0,0,1,0,0,0,0,0
Qatar,QAT,119,2007,2.5,0.33825959,1178955,17.189,84.3,0.5,818913,13.616,572393,13.258,0.698965899,147365.672,11.901,124996.859,11.736,39,271834.969,12.513,98.023,0.833,1,0,0,1,0,0,1,0,1,0,0
Republic of Congo,COG,120,2007,2.5,0.718832517,3715665,42.042,70,6.6,1407983,14.158,668805,13.413,0.475009136,11010.733,9.307,2963.328,7.994,47.3,32244.588,10.381,61.893,0.333,1,1,1,0,0,0,0,1,0,0,0
Romania,ROU,121,2007,6,0.534150895,20882982,15.548,56,6.4,9244099,16.039,6763579,15.727,0.73166453,282202.438,12.55,13513.512,9.511,31.5,900947.688,13.711,53.436,0.667,1,1,0,0,0,0,0,0,0,0,1
Russia,RUS,122,2007,2.5,0.689971948,142805088,14.756,63,6,72090545,18.093,55414720,17.83,0.768682222,2540112.75,14.748,17787.271,9.786,37.5,6422621.5,15.675,73.553,0.667,1,1,0,0,0,0,0,0,1,0,1
Rwanda,RWA,123,2007,2.5,0.497154427,9481083,42.108,85.4,0.6,4659317,15.354,1658789,14.322,0.356015556,9711.904,9.181,1024.345,6.932,46.7,15069.877,9.62,21.085,0.375,1,1,0,0,0,0,0,1,0,1,0
Sao Tome,STP,124,2007,6,0.595580059,160064,43.289,58.4,0,53012,10.878,23253,10.054,0.438628427,345.425,5.845,2158.044,7.677,50.8,1101.736,7.005,59.655,0.625,1,0,0,0,0,0,0,1,0,0,0
Saudi Arabia,SAU,125,2007,1.5,0.535750821,26083522,31.926,51.2,5.7,8572916,15.964,5403546,15.503,0.630304328,880994.5,13.689,33775.903,10.428,32,2651351.75,14.791,81.427,0.833,1,0,0,0,0,0,1,0,1,0,0
Senegal,SEN,126,2007,5.5,0.610672736,11897230,43.886,76,8.8,4627318,15.347,1522645,14.236,0.329055556,23657.053,10.071,1988.45,7.595,39.2,75539.68,11.232,41.518,0.5,1,0,1,0,0,0,0,1,0,0,0
Serbia  ,SRB,127,2007,5.5,0.569397944,7381579,18.074,54.9,18.1,2719097,14.816,1884455,14.449,0.693044444,76628.938,11.247,10381.104,9.248,30,357145.875,12.786,55.06,0.583,1,0,0,0,0,0,0,0,0,1,1
Sierra Leone,SLE,128,2007,5,0.679122138,5391108,43.891,66.6,3.4,1946068,14.481,563971,13.243,0.2898,5958.44,8.693,1105.235,7.008,42.5,12171.346,9.407,37.364,0.583,1,1,0,1,0,0,0,1,0,0,0
Singapore,SGP,129,2007,3.5,0.050418806,4588599,18.545,66.3,3,2403715,14.693,1677258,14.333,0.697777411,304426.156,12.626,66344.031,11.103,42.5,938016.25,13.752,100,0.833,1,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,130,2007,7,0.439239645,5374622,16.025,58.7,11,2357916,14.673,1880071,14.447,0.797344444,120851.859,11.702,22485.648,10.021,25.8,344440.063,12.75,55.261,0.667,1,0,0,0,0,0,0,0,0,0,1
Slovenia,SVN,131,2007,7,0.303855908,2018122,13.778,59.8,4.8,990611,13.806,841526,13.643,0.8495025,58857.84,10.983,29164.659,10.281,31.2,224831.766,12.323,50.317,0.75,1,0,0,0,0,0,0,0,0,1,1
South Africa,ZAF,132,2007,6,0.456089231,48596781,31.756,53.9,22.3,13889434,16.447,9256325,16.041,0.66642927,561961.375,13.239,11563.757,9.356,57.8,1182001.125,13.983,60.616,0.417,1,0,0,1,0,0,0,1,0,0,0
South Korea,KOR,133,2007,6.5,0.395412552,48597652,17.895,61.4,3.2,23715347,16.982,20111064,16.817,0.848018954,1464201.25,14.197,30129.053,10.313,31.6,5898918,15.59,81.631,0.833,1,0,0,0,0,0,0,0,0,0,0
Spain,ESP,134,2007,7,0.3017856,45226803,14.437,58.1,8.4,20594641,16.841,15506229,16.557,0.752925449,1578310.125,14.272,34897.672,10.46,34.7,6977569,15.758,77.74,0.833,1,0,0,0,0,1,0,0,0,0,0
Sri Lanka,LKA,135,2007,4,0.519536704,19668000,25.577,56.4,6,7760256,15.865,5593614,15.537,0.720802778,112357.195,11.629,5712.69,8.65,41.1,322793.969,12.685,18.357,0.5,1,0,0,1,0,0,0,0,0,0,0
Sudan,SDN,136,2007,1,0.768648505,33637960,42.886,53.1,14.7,8702009,15.979,2459190,14.715,0.282600247,118534.75,11.683,3523.839,8.167,51,99324.453,11.506,32.866,0.417,1,1,0,1,0,0,0,1,0,0,0
Suriname,SUR,137,2007,6,0.519436251,500953,29.1,53.3,6.5,177003,12.084,104145,11.554,0.588380289,5606.066,8.632,11190.802,9.323,52.9,23824.23,10.078,66.547,0.5,1,0,0,0,1,0,0,0,0,0,0
Swaziland,SWZ,138,2007,2,0.548156908,1134853,40.561,56.3,23,292423,12.586,152800,11.937,0.522531111,8345.067,9.029,7353.435,8.903,50.7,28260.732,10.249,21.783,0.313,1,0,0,1,0,0,0,1,0,1,0
Sweden,SWE,139,2007,7,0.051238585,9148092,17.127,64,6.2,4551218,15.331,3748889,15.137,0.823711111,384010.938,12.858,41977.162,10.645,25,1297857.375,14.076,84.588,1,1,0,0,0,0,1,0,0,0,0,0
Switzerland,CHE,140,2007,7,0.062458992,7551117,15.745,67.7,3.6,4152167,15.239,3438770,15.051,0.82818676,381882.625,12.853,50572.998,10.831,33.7,1369361.375,14.13,73.55,0.833,1,0,0,0,0,1,0,0,0,1,0
Syria,SYR,141,2007,1.5,0.701258707,19425597,37.375,45.4,8.4,5059092,15.437,2726888,14.819,0.539007319,96553.43,11.478,4970.423,8.511,42,288293.938,12.572,54.529,0.833,1,0,1,0,0,0,1,0,1,0,0
Tajikistan,TJK,142,2007,2.5,0.682733762,7099021,36.898,66.6,11.7,2634378,14.784,1662802,14.324,0.631193333,15270.88,9.634,2151.125,7.674,31.7,108472.148,11.594,26.466,0.313,1,1,0,0,0,0,0,0,0,1,1
Tanzania,TZA,143,2007,4.5,0.568574178,41522004,45.13,89.5,2,19982954,16.81,7768776,15.866,0.388770159,66071.68,11.098,1591.245,7.372,34.6,199626.219,12.204,26.121,0.833,1,0,0,1,0,0,0,1,0,0,0
Thailand,THA,144,2007,3,0.57250852,66353572,20.855,73.5,1.2,38135750,17.457,22209337,16.916,0.582375773,732689,13.504,11042.194,9.309,42.5,2401463.25,14.692,40.104,0.417,1,0,0,0,0,0,0,0,0,0,0
Togo,TGO,145,2007,3,0.690429938,5890414,43.105,80.5,7.1,2506278,14.734,1126338,13.934,0.449406667,7223.835,8.885,1226.371,7.112,34.4,16220.654,9.694,36.116,0.5,1,0,1,0,0,0,0,1,0,0,0
Trinidad,TTO,146,2007,6,0.5489443,1309260,21.16,64.3,5.5,627214,13.349,435674,12.985,0.694618681,37806.234,10.54,28876.033,10.271,40.3,78378.203,11.269,9.571,0.417,1,0,0,1,1,0,0,0,1,0,0
Tunisia,TUN,147,2007,2,0.521184579,10225100,24.352,46.5,12.4,3150789,14.963,1879704,14.447,0.596582222,96647.492,11.479,9451.985,9.154,40.8,305159.625,12.629,65.433,0.833,1,0,1,0,0,0,0,0,0,0,0
Turkey,TUR,148,2007,5,0.481997013,69515492,27.865,45.9,10.3,20645978,16.843,11490835,16.257,0.556565301,1000107.875,13.816,14386.834,9.574,43.2,2600180.5,14.771,68.975,0.75,1,1,0,0,0,0,0,0,0,0,0
Uganda,UGA,149,2007,3.5,0.659536159,29991958,49.343,78.2,3,11524596,16.26,5208144,15.466,0.451915551,42120.879,10.648,1404.406,7.247,42.6,81915.906,11.313,13.6,0.583,1,1,0,1,0,0,0,1,0,1,0
Ukraine,UKR,150,2007,5.5,0.648103285,46509350,14.144,58.2,6.4,21752410,16.895,16870831,16.641,0.775584444,408892.531,12.921,8791.62,9.082,28.2,1793005,14.399,68.147,0.667,1,0,0,0,0,0,0,0,0,0,1
United Arab Emirates,ARE,151,2007,2.5,0.28453362,6010100,15.641,76.9,3.4,3766297,15.142,2481682,14.724,0.658918116,507888.531,13.138,84505.837,11.345,31,1689581.25,14.34,83.019,0.667,1,0,0,1,0,0,1,0,0,0,0
United Kingdom,GBR,152,2007,7,0.155999541,61322463,17.844,62.1,5.4,29596586,17.203,25214673,17.043,0.851945324,2427126.75,14.702,39579.734,10.586,36,7538830.5,15.836,80.479,0.917,1,0,0,0,0,1,0,0,0,0,0
United States,USA,153,2007,7,0.232105994,301231207,20.242,64.9,4.7,148596919,18.817,130221946,18.685,0.87634351,15517646,16.557,51514.072,10.85,40.8,49404728,17.716,80.269,0.833,1,0,0,1,0,1,0,0,0,0,0
Uruguay,URY,154,2007,7,0.274714136,3339750,23.296,64.6,9.2,1502623,14.223,1063986,13.878,0.708085969,40000.164,10.597,11976.994,9.391,46.2,149393.938,11.914,93.779,0.417,1,0,0,0,1,0,0,0,0,0,0
Uzbekistan,UZB,155,2007,1,0.682641959,26868000,30.54,60.2,11,9998967,16.118,6538214,15.693,0.653888889,135079.391,11.814,5027.519,8.523,36.7,212347.75,12.266,36.402,0.438,1,0,0,0,0,0,0,0,0,1,1
Venezuela,VEN,156,2007,4,0.702430558,27670659,30.819,65,7.5,11509600,16.259,7476169,15.827,0.649559434,363540.25,12.804,13138.113,9.483,43.4,1168283.75,13.971,88.646,0.333,1,0,0,0,1,0,0,0,1,0,0
Vietnam,VNM,157,2007,2,0.627051806,84218500,25.638,76.7,2.3,46929909,17.664,22806163,16.943,0.485962222,289223.531,12.575,3434.204,8.142,37.8,882266.188,13.69,28.504,0.667,1,1,1,0,0,0,0,0,0,0,0
Yemen,YEM,158,2007,3,0.638837874,21701105,44.451,47.6,15.3,4860124,15.397,1506383,14.225,0.309947407,72517.281,11.192,3341.64,8.114,37.7,165913.125,12.019,30.042,0.333,1,1,0,0,0,0,1,0,1,0,0
Zambia,ZMB,159,2007,4.5,0.614211082,12738676,46.661,79.7,15.2,4592222,15.34,2542069,14.748,0.553559583,31180.979,10.348,2447.741,7.803,50.7,101726.047,11.53,37.452,0.667,1,0,0,1,0,0,0,1,0,1,0
Zimbabwe,ZWE,160,2007,1.5,0.771520996,13297798,41.563,86.3,5.1,6364189,15.666,3118028,14.953,0.489933333,16136.248,9.689,1213.453,7.101,50.1,13219.082,9.489,33.743,0.5,1,1,0,1,0,0,0,1,0,1,0
Afghanistan,AFG,1,2008,2.5,0.827433753,26528741,47.825,48,8.9,6052528,15.616,2010408,14.514,0.332,,,,,28.6,,,23.946,0.188,2,1,0,1,0,0,0,0,0,1,0
Albania,ALB,2,2008,5,0.609083891,2947314,23.223,55.9,13,1100495,13.911,659889,13.4,0.6,24281.215,10.097,8238.421,9.017,34.5,82640.508,11.322,49.991,0.417,2,0,0,0,0,0,0,0,0,0,1
Algeria,DZA,3,2008,2.5,0.612352455,34811059,27.514,42.7,11.3,9557045,16.073,5715878,15.559,0.598,451823.594,13.021,12979.312,9.471,35.3,1268023.125,14.053,66.097,0.5,2,1,1,0,0,0,0,0,1,0,0
Angola,AGO,4,2008,2.5,0.75665381,19842251,48.266,69.1,6.8,6610909,15.704,2713124,14.814,0.41,108221.25,11.592,5454.081,8.604,58.6,354643.563,12.779,38.509,0.5,2,1,0,0,0,0,0,1,1,0,0
Argentina,ARG,5,2008,6,0.594741893,40381860,26.274,61.5,7.8,16881638,16.642,12349779,16.329,0.732,693260.25,13.449,17167.616,9.751,45.15,1719041.875,14.357,90.622,0.417,2,0,0,0,1,0,0,0,0,0,0
Armenia,ARM,6,2008,3,0.626914489,2975029,20.867,58.5,16.4,1151356,13.956,794761,13.586,0.69,21179.982,9.961,7119.252,8.871,30.9,37983.293,10.545,63.997,0.5,2,0,0,0,0,0,0,0,0,1,1
Australia,AUS,7,2008,7,0.085650396,21249200,19.243,65.7,4.2,10800801,16.195,9858806,16.104,0.913,906477,13.717,42659.347,10.661,32.85,3225914.5,14.987,88.445,0.917,2,0,0,1,0,0,0,0,0,0,0
Austria,AUT,8,2008,7,0.116384172,8321496,15.214,60.6,3.8,4113127,15.23,3171254,14.97,0.771,354645.688,12.779,42618.021,10.66,27.6,1324056.75,14.096,65.841,1,2,0,0,0,0,1,0,0,0,1,0
Azerbaijan,AZE,9,2008,2.5,0.708262682,8763400,23.6,64.2,5.9,4044714,15.213,2748219,14.826,0.679,105989.945,11.571,12094.615,9.401,33.7,96872.969,11.481,52.99,0.583,2,1,0,0,0,0,0,0,1,1,1
Bahamas,BHS,10,2008,7,0.2239784,348587,24.06,73.7,8.7,178124,12.09,127172,11.753,0.714,9372.205,9.146,26886.273,10.199,43,25914.998,10.163,82.442,0.75,2,0,0,1,1,0,0,0,0,0,0
Bangladesh,BGD,11,2008,4,0.703213787,148252473,33.077,70.7,4.4,67058223,18.021,26610200,17.097,0.397,284052.156,12.557,1916.003,7.558,32.65,795460.375,13.587,28.968,0.417,2,0,0,0,0,0,0,0,0,0,0
Barbados,BRB,12,2008,7,0.238153696,277315,20.163,71,8.1,144461,11.881,106318,11.574,0.736,5467.338,8.607,19715.264,9.889,28.9,10645.333,9.273,32.41,0.813,2,0,0,1,1,0,0,0,0,0,0
Belarus,BLR,13,2008,1.5,0.627552152,9528000,14.894,55.1,6.2,4190998,15.248,3265586,14.999,0.779,137871.359,11.834,14470.126,9.58,27.2,262306.031,12.477,73.726,0.667,2,0,0,0,0,0,0,0,0,1,1
Belgium,BEL,14,2008,7,0.236258483,10709973,16.861,53.6,7,4438548,15.306,3539688,15.08,0.797,424860.594,12.96,39669.623,10.588,30.5,1718227.125,14.357,97.546,0.833,2,0,0,0,0,1,0,0,0,0,0
Belize,BLZ,15,2008,6.5,0.567347664,306165,37.007,64.3,8.2,113843,11.643,77352,11.256,0.679,2286.46,7.735,7468.066,8.918,53.1,3610.936,8.192,45.501,0.625,2,0,0,1,1,0,0,0,0,0,0
Benin,BEN,16,2008,6,0.606253934,8973525,43.965,72.6,1.1,3610375,15.099,1361874,14.124,0.377,15943.501,9.677,1776.727,7.483,37.55,45089.008,10.716,41.078,0.438,2,0,1,0,0,0,0,1,0,0,0
Bhutan,BTN,17,2008,3.5,0.346834719,694990,31.614,71.3,3.8,325993,12.695,,,,4205.042,8.344,6050.507,8.708,38.1,20664.711,9.936,33.236,0.688,2,0,0,0,0,0,0,0,0,1,0
Bolivia,BOL,18,2008,5,0.599075007,9599916,35.515,71.7,2.9,4309890,15.276,2851567,14.863,0.662,44230.793,10.697,4607.415,8.435,57.25,77528.352,11.258,65.55,0.5,2,0,0,0,1,0,0,0,0,1,0
Bosnia ,BIH,19,2008,4.5,0.571098715,3839749,15.062,44.9,23.9,1114390,13.924,726101,13.495,0.652,32741.783,10.396,8527.063,9.051,36.2,77300.961,11.255,39.161,0.625,2,1,0,0,0,0,0,0,0,0,1
Botswana,BWA,20,2008,6,0.302449274,1967866,33.907,76.3,21.9,775039,13.561,473549,13.068,0.611,25242.459,10.136,12827.326,9.459,62,74440.719,11.218,55.772,0.583,2,0,0,1,0,0,0,1,0,1,0
Brazil,BRA,21,2008,6,0.504092673,194769696,26.255,69.7,7.1,93003709,18.348,61099586,17.928,0.657,2219092.75,14.613,11393.419,9.341,53.3,7742464.5,15.862,83.749,0.333,2,0,0,0,1,0,0,0,0,0,0
Bulgaria,BGR,22,2008,6,0.560730368,7492561,13.374,55.1,5.6,3375980,15.032,2459347,14.715,0.728,109481.203,11.604,14611.987,9.59,36.75,197345.563,12.193,71.622,0.417,2,0,0,0,0,0,0,0,0,0,1
Burkina Faso,BFA,23,2008,4,0.565626937,14709011,46.483,83.5,3.3,6356078,15.665,1306739,14.083,0.206,18278.307,9.813,1242.66,7.125,39.65,37584.117,10.534,23.993,0.583,2,0,1,0,0,0,0,1,0,1,0
Burundi,BDI,24,2008,3.5,0.703160095,8821795,44.341,82.2,7.2,3745495,15.136,1224985,14.018,0.327,4563.333,8.426,517.279,6.249,37.85,9825.842,9.193,10.118,0.313,2,1,0,0,0,0,0,1,0,1,0
Cambodia,KHM,25,2008,2.5,0.739874625,13933660,34.634,82.4,0.3,7482358,15.828,3699112,15.124,0.494,33452.492,10.418,2400.84,7.784,41.15,62197.609,11.038,19.533,0.438,2,1,1,0,0,0,0,0,0,0,0
Cameroon,CMR,26,2008,2,0.688742256,19570418,43.826,69.5,4.2,7319553,15.806,3263854,14.998,0.446,46280.602,10.742,2364.824,7.768,41.75,98479.789,11.498,50.337,0.333,2,0,1,0,0,0,0,1,0,0,0
Canada,CAN,27,2008,7,0.102033377,33245773,16.881,67.3,6.1,17462839,16.676,14868676,16.515,0.851,1407828.75,14.158,42346.098,10.654,32.35,4607175.5,15.343,80.578,1,2,0,0,1,0,1,0,0,0,0,0
Cape Verde,CPV,28,2008,7,0.344591355,483824,34.126,65.8,9.4,190001,12.155,88166,11.387,0.464,2691.162,7.898,5562.274,8.624,50.5,10440.918,9.253,60.194,0.688,2,0,0,0,0,0,0,1,0,0,0
Central African Republic,CAF,29,2008,3,0.695560324,4280405,41.116,78.5,7,1840060,14.425,545539,13.21,0.296,3725.23,8.223,870.298,6.769,58.8,10219.249,9.232,38.47,0.25,2,0,1,0,0,0,0,1,0,1,0
Chad,TCD,30,2008,1.5,0.789342761,11139740,48.988,71.6,7.1,3779900,15.145,851598,13.655,0.225,18496.92,9.825,1660.444,7.415,39.8,22488.551,10.021,21.901,0.25,2,1,1,0,0,0,0,1,0,1,0
Chile,CHL,31,2008,7,0.235058951,16645940,22.711,57.8,7.8,6856226,15.741,5071165,15.439,0.74,274366.188,12.522,16482.469,9.71,52.1,761539.313,13.543,88.155,0.833,2,0,0,0,1,0,0,0,0,0,0
China,CHN,32,2008,1.5,0.60842135,1324655000,18.169,71.6,4.4,741976065,20.425,426929730,19.872,0.575,10846693,16.199,8188.315,9.01,45.25,32259552,17.289,46.539,0.75,2,1,0,0,0,0,0,0,0,0,0
Colombia,COL,33,2008,4.5,0.544440553,44901660,27.396,64.3,11.1,18635208,16.741,11244209,16.235,0.603,432508.563,12.977,9632.351,9.173,55.95,1318648,14.092,74.46,0.333,2,1,0,0,1,0,0,0,0,0,0
Comoros,COM,34,2008,4.5,0.651055169,665414,41.59,56.9,6.6,206554,12.238,87299,11.377,0.423,963.492,6.871,1447.959,7.278,64.3,2851.366,7.956,27.86,0.375,2,0,1,0,0,0,0,1,0,0,0
Costa Rica,CRI,35,2008,7,0.412664962,4429506,25.653,62.7,4.9,1963651,14.49,1232155,14.024,0.627,51690.715,10.853,11669.634,9.365,50.5,118508.133,11.683,69.387,0.583,2,0,0,0,1,0,0,0,0,0,0
Croatia,HRV,36,2008,6,0.508769791,4434508,15.483,53,8.4,1819545,14.414,1340230,14.108,0.737,92826.063,11.438,20932.663,9.949,30.35,332889.188,12.716,57.048,0.75,2,0,0,0,0,0,0,0,0,0,1
Cyprus,CYP,37,2008,7,0.251747227,1077010,18.683,63.9,3.6,539485,13.198,412773,12.931,0.765,28604.844,10.261,26559.497,10.187,29,111222.898,11.619,67.839,0.833,2,1,0,1,0,0,0,0,0,0,0
Czech Republic,CZE,38,2008,7,0.445995557,10384603,14.316,58.5,4.4,4976272,15.42,4236975,15.259,0.851,290557.875,12.58,27979.681,10.239,28.4,1547944.75,14.252,73.394,0.833,2,0,0,0,0,0,0,0,0,1,1
Dem. Rep. of the Congo,COD,39,2008,2,0.733376241,61809278,46.646,71.9,8.2,21766792,16.896,7530826,15.835,0.346,20833.424,9.944,337.06,5.82,44.4,91923.039,11.429,38.941,0.167,2,1,0,0,0,0,0,1,0,0,0
Denmark,DNK,40,2008,7,0.005954409,5493621,18.358,66.1,3.4,2863858,14.868,2481876,14.725,0.867,230620.625,12.349,41979.712,10.645,24.75,883759.625,13.692,86.487,1,2,0,0,0,0,1,0,0,0,0,0
Djibouti,DJI,41,2008,3,0.538588122,809639,35.463,50.5,0,263871,12.483,73382,11.203,0.278,2193.433,7.693,2709.149,7.904,40,8607.404,9.06,76.899,0.563,2,0,1,0,0,0,0,0,0,0,0
Dominican Republic,DOM,42,2008,6,0.634227276,9636491,32.124,65.1,14.2,3653466,15.111,2128968,14.571,0.583,96984.75,11.482,10064.322,9.217,47.8,339018.656,12.734,71.297,0.417,2,1,0,1,1,0,0,0,0,0,0
East Timor,TLS,43,2008,4.5,0.680553663,1030630,43.479,42.7,5.9,234061,12.363,102681,11.539,0.439,,,,,31.9,,,28.203,0.375,2,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,44,2008,5,0.657952511,14447600,31.488,67.9,6,6317695,15.659,3724223,15.13,0.589,127103.227,11.753,8797.532,9.082,48.3,410140.188,12.924,62.3,0.417,2,0,0,0,1,0,0,0,0,0,0
Egypt,EGY,45,2008,2.5,0.641729319,78976122,32.087,48.1,8.7,23553934,16.975,13021138,16.382,0.553,569356.938,13.252,7209.229,8.883,32.6,832079,13.632,43.058,0.583,2,0,0,1,0,0,0,0,0,0,0
El Salvador,SLV,46,2008,5.5,0.559580028,6004199,31.905,61.2,5.9,2354566,14.672,1250936,14.039,0.531,29859.182,10.304,4973.05,8.512,47.6,57652.113,10.962,63.252,0.25,2,1,0,0,1,0,0,0,0,0,0
Estonia,EST,47,2008,7,0.326083291,1337090,14.924,61.7,5.5,663261,13.405,564845,13.244,0.852,30844.459,10.337,23068.349,10.046,33.65,106317.305,11.574,68.351,0.667,2,0,0,0,0,0,0,0,0,0,1
Ethiopia,ETH,48,2008,3,0.632678986,83079608,45.348,84.2,5.2,36242983,17.406,10891904,16.204,0.301,69858.477,11.154,840.862,6.734,29.9,188557.969,12.147,16.51,0.75,2,1,0,0,0,0,0,1,0,1,0
Fiji,FJI,49,2008,3,0.577364838,843206,29.75,55,9,296473,12.6,217961,12.292,0.735,5530.964,8.618,6559.446,8.789,42.8,10638.435,9.272,51.051,0.563,2,0,0,1,0,0,0,0,0,0,0
Finland,FIN,50,2008,7,0.017738914,5313399,16.838,61.9,6.3,2562881,14.757,2089636,14.553,0.815,218222.016,12.293,41070.135,10.623,26.85,890509.625,13.7,83.299,1,2,0,0,0,0,1,0,0,0,0,0
France,FRA,51,2008,7,0.22431004,64374990,18.443,56,7.4,27225527,17.12,21777233,16.896,0.8,2353965.75,14.672,36566.464,10.507,32.7,9545175,16.072,77.864,0.833,2,0,0,0,0,1,0,0,0,0,0
Gabon,GAB,52,2008,3,0.704104328,1473741,38.386,59.7,21.2,427167,12.965,248583,12.424,0.582,24373.686,10.101,16538.649,9.713,41.5,63562.551,11.06,84.896,0.5,2,0,1,0,0,0,0,1,1,0,0
Gambia,GMB,53,2008,3.5,0.650592709,1586749,46.41,77.5,7.1,612228,13.325,208001,12.245,0.34,2597.688,7.862,1637.113,7.401,48.75,6368.173,8.759,54.789,0.583,2,0,0,1,0,0,0,1,0,0,0
Georgia,GEO,54,2008,4,0.544719672,4030000,17.248,63.5,16.5,1768260,14.386,1342502,14.11,0.759,27856.377,10.235,6912.252,8.841,41.05,71670.031,11.18,52.625,0.5,2,1,0,0,0,0,0,0,0,0,1
Germany,DEU,55,2008,7,0.153491759,82110097,13.78,59.2,7.5,38767366,17.473,34017504,17.342,0.877,3256771.5,14.996,39663.472,10.588,27.65,12201877,16.317,73.895,0.833,2,0,0,1,0,1,0,0,0,0,0
Ghana,GHA,56,2008,6.5,0.508817566,23115919,39.538,68.7,4.3,9188890,16.034,4741733,15.372,0.516,60004.402,11.002,2595.804,7.862,41.1,163291.766,12.003,49.351,0.417,2,0,0,1,0,0,0,1,0,0,0
Greece,GRC,57,2008,6.5,0.480200106,11077841,14.63,53.4,7.7,4661247,15.355,3699210,15.124,0.794,356628.25,12.784,32192.938,10.38,33.65,1733972.125,14.366,75.568,0.75,2,0,0,0,0,1,0,0,0,0,0
Guatemala,GTM,58,2008,4.5,0.623049045,14106687,40.092,67,2.8,5503672,15.521,2418399,14.699,0.439,82976.344,11.326,5882.057,8.68,49.396755,209983.75,12.255,48.449,0.167,2,1,0,0,1,0,0,0,0,0,0
Guinea,GIN,59,2008,2,0.730978274,10427356,43.679,71.3,2,4103590,15.227,1151286,13.956,0.281,12222.479,9.411,1172.155,7.067,39.4,16448.271,9.708,34.005,0.417,2,0,1,0,0,0,0,1,0,0,0
Guinea-Bissau,GNB,60,2008,4,0.717189217,1561293,41.961,72.8,6.8,614821,13.329,200022,12.206,0.325,1957.223,7.579,1253.591,7.134,35.5,5474.559,8.608,43.468,0.417,2,1,0,0,0,0,0,1,0,0,0
Guyana,GUY,61,2008,5.5,0.605643761,748096,35.047,60.8,11.8,260573,12.471,149837,11.917,0.575,,,,,43.85,,,28.218,0.25,2,0,0,1,1,0,0,0,0,0,0
Haiti,HTI,62,2008,3.5,0.742777944,9705130,36.728,64.5,7.4,3667640,15.115,1344729,14.112,0.367,14951.941,9.613,1540.622,7.34,59.2,108108.242,11.591,48.98,0.25,2,0,1,0,1,0,0,0,0,0,0
Honduras,HND,63,2008,5,0.668468535,7259470,37.449,61.7,3.1,2714868,14.814,1311697,14.087,0.483,28743.008,10.266,3959.381,8.284,55.3,97798.844,11.491,50.438,0.25,2,0,0,0,1,0,0,0,0,0,0
Hungary,HUN,64,2008,7,0.423155838,10038188,14.925,50,7.8,3936924,15.186,3147390,14.962,0.799,214877.125,12.278,21405.967,9.971,30,790099.063,13.58,67.87,0.667,2,0,0,0,0,0,0,0,0,1,1
Iceland,ISL,65,2008,7,0.011799431,317414,21.351,75.8,3,183553,12.12,154155,11.946,0.84,13591.045,9.517,42818.039,10.665,25,61145.098,11.021,93.395,1,2,0,0,0,0,1,0,0,0,0,0
India,IND,66,2008,5.5,0.572257662,1197070109,31.689,57.5,4.1,450918505,19.927,199137636,19.11,0.442,4188777.5,15.248,3499.191,8.16,36.8,12043926,16.304,30.246,0.667,2,1,0,1,0,0,0,0,0,0,0
Indonesia,IDN,67,2008,5.5,0.612549448,235360765,29.063,67.7,8.4,103536507,18.455,58694086,17.888,0.567,1383325.375,14.14,5877.468,8.679,39.4,5144415,15.453,48.327,0.5,2,1,0,0,0,0,0,0,0,0,0
Iran,IRN,68,2008,2,0.641390944,72530693,23.973,43.3,10.5,21369920,16.877,12949649,16.377,0.606,1187394.5,13.987,16370.925,9.703,38.3,2969711,14.904,69.458,0.667,2,1,0,0,0,0,1,0,1,0,0
